label,x,y,z
6,20.6,-4.6972,24.131
2,-83.259,34.182,2.8542
2,-93.301,9.1662,30.637
2,-81.086,32.337,-9.6138
1,68.021,-73.433,35.561
3,-57.545,-48.17,-53.26
3,-60.81,-39.977,-40.305
4,8.3945,-48.804,-51.169
2,-88.46,16.435,19
10,7.0994,38.944,25.533
6,16.325,-20.905,54.729
4,-3.5076,-50.887,-30.835
3,-57.487,-48.923,-30.545
4,-2.8447,-45.107,-31.337
4,5.3135,-50.142,-24.363
10,8.4369,53.316,11.995
5,-7.437,45.877,9.8713
7,91.717,25.273,8.9914
1,73.608,-57.927,41.336
6,21.309,-35.202,57.231
8,-1.2805,76.313,-35.201
7,85.534,17.533,2.0602
6,19.341,-21.236,60.497
9,-21.951,-30.767,3.4669
10,1.0724,39.74,13.573
4,2.0162,-67.758,-35.734
8,11.326,59.228,-56.491
3,-62.252,-11.533,-46.348
1,73.119,-73.019,38.193
1,67.263,-81.679,27.674
4,10.8,-60.414,-39.203
3,-48.267,-3.4396,-18.512
1,79.46,-67.578,31.265
2,-87.438,28.978,1.2704
5,-7.5034,85.715,26.045
8,2.2076,81.694,-30.382
7,95.785,11.368,-5.9761
8,-5.5316,55.771,16.901
5,-22.5,60.101,24.759
10,5.2579,49.387,16.367
10,21.337,44.879,27.918
10,7.45,90.439,12.687
5,11.107,33.461,48.065
10,-3.0971,58.007,13.553
4,-5.5301,-70.876,-42.335
7,82.83,-8.2368,-42.399
6,24.898,-34.465,10.522
9,-28.607,-42.073,28.215
3,-70.294,-11.295,-51.603
7,92.621,-6.7103,-22.546
7,83.162,20.203,2.6686
7,94.053,-6.285,-35.87
3,-48.803,6.4294,-21.918
4,-13.747,-19.885,-26.929
2,-82.6,30.931,4.481
2,-97.83,-4.8249,46.388
3,-73.568,-58.2,-34.802
4,14.019,-62.029,-39.957
6,25.18,-34.1,11.352
10,21.143,61.029,6.5403
1,84.401,-57.821,17.024
8,-20.356,56.263,-30.298
10,-1.5158,-36.581,-41.457
9,-32.723,-40.638,28.94
2,-84.826,23.695,17.2
10,-7.5131,70.929,10.054
5,19.807,41.529,56.914
9,-36.841,-37.947,11.122
9,-31.518,-53.133,27.024
4,0.29747,-36.74,-41.438
7,87.533,-4.0592,-40.12
9,-31.239,-52.967,22.101
1,65.666,-81.031,23.998
1,78.16,-60.609,13.53
4,6.6537,-49.924,-45.209
2,-89.982,13.326,31.438
1,62.751,-71.496,-0.29551
8,-7.4892,60.88,-40.574
4,15.014,-31.302,-32.715
9,-17.376,-4.2377,-16.3
2,-88.142,36.963,13.651
7,88.39,22.866,-1.7289
9,13.665,-22.85,73.465
8,-4.6589,42.559,-47.63
3,-79.488,-50.231,-29.856
4,-2.0479,-39.6,-41.569
4,-7.1945,-41.489,-18.748
3,-75.272,-28.111,-43.34
4,12.405,-24.73,-31.195
1,57.457,-80.457,6.452
5,-15.946,67.765,39.986
5,1.239,90.114,40.703
1,68.568,-67.406,49.647
7,93.282,10.402,5.7652
1,77.014,-66.286,10.335
2,-87.613,11.098,30.912
7,90.177,25.036,-0.74436
6,11.316,-25.04,69.037
1,74.428,-72.963,39.755
3,-42.897,-13.152,-41.725
4,2.6383,-46.231,-48.477
2,-80.991,37.04,-13.079
1,78.145,-64.619,22.481
5,19.31,34.648,50.349
4,16.852,-48.268,-28.15
9,-12.321,-24.771,-6.7833
6,24.862,-26.325,-4.7288
9,-12.075,-20.87,-2.0985
5,-0.79735,53.745,53.078
1,53.965,-82.333,8.6671
1,63.251,-83.773,24.16
2,-82.441,38.66,-13.414
4,-10.777,-64.326,-37.527
8,-19.184,49.183,-35.679
2,-80.145,39.791,-12.706
3,-83.681,-41.361,-30.816
7,74.646,-11.43,-24.201
3,-61.595,-53.445,-45.985
4,8.2258,-68.305,-29.821
2,-85.072,23.318,15.169
4,-10.889,-53.394,-37.729
9,-15.656,-32.917,2.4383
9,9.8102,-19.698,69.16
4,15.487,-25.954,-17.955
7,87.362,-1.9435,-27.855
3,-68.999,-43.612,-24.256
10,12.549,32.096,36.788
7,82.126,4.3371,-43.569
2,-81.207,49.019,-10.653
2,-98.021,-6.367,46.611
6,-14.521,50.431,3.3895
3,-52.642,4.3827,-24.472
1,50.574,-83.897,13.542
2,-99.023,-6.3825,42.339
1,48.446,-87.894,23.929
7,71.007,-2.4268,-45.584
8,16.301,51.144,-64.204
9,-32.082,-47.427,28.949
3,-57.934,-7.0345,-44.28
9,-9.5878,-39.116,7.614
7,95.891,19.632,15.382
1,65.671,-78.315,31.714
4,18.087,-59.786,-42.243
6,21.745,-23.102,11.602
7,98.765,1.3934,-6.9417
5,-15.463,68.475,40.245
9,-41.553,-39.209,40.492
2,-55.53,4.2881,-42.3
10,-2.6773,90.933,11.356
9,-37.821,-27.267,24.94
4,-3.4012,-40.441,-43.634
7,83.71,17.224,-0.35909
3,-66.082,-43.61,-36.013
1,57.46,-83.898,20.086
6,25.244,-25.018,0.39279
9,-22.202,-16.255,6.8964
8,11.445,58.355,-56.531
10,-2.8748,59.608,10.155
4,17.083,-60.532,-41.217
4,-1.4708,-50.423,-33.368
2,-78.349,45.81,-21.02
4,10.839,-31.845,-31.173
6,14.098,-28.254,3.3299
6,23.651,-35.969,26.477
2,-97.573,25.478,2.7387
2,-83.825,38.254,-11.789
4,-10.857,-46.422,-34.778
9,-39.673,-51.478,38.239
2,-89.594,22.586,21.183
5,9.109,98.819,33.469
2,-91.901,41.179,-3.0229
9,-32.361,-40.624,15.993
8,-10.233,74.622,-29.741
6,15.407,-7.4479,29.05
4,16.408,-32.463,-26.793
5,-9.4128,92.902,31.461
9,-35.677,-48.802,13.988
10,-6.0125,93.278,11.961
5,17.717,47.418,46.728
6,19.785,-21.249,60.286
10,-2.6665,92.659,18.722
6,16.353,-38.104,12.504
8,-2.9398,59.051,-46.787
7,93.682,3.4467,-9.1885
5,-4.107,67.517,41.766
3,-73.945,-35.033,-42.532
6,16.693,-22.104,35.9
2,-99.159,8.4692,24.482
2,-84.729,24.692,15.92
9,-29.729,-38.03,8.8955
2,-87.384,48.126,-6.8554
7,84.897,25.664,7.4719
5,-6.566,97.806,32.678
7,73.31,7.3238,-44.783
8,1.7296,83.863,-30.485
3,-73.279,-30.028,-39.605
1,70.788,-74.91,36.833
9,86.769,24.774,19.666
4,-4.2392,-43.6,-47.415
7,69.903,-6.5068,-37.419
9,-32.121,-37.812,11.582
3,-27.241,-18.761,3.5939
10,7.7778,45.466,21.943
9,-18.856,-26.004,6.5585
8,15.147,39.668,-58.007
7,74.362,10.736,-30.227
6,21.849,-7.3833,25.198
4,16.177,-51.345,-26.455
9,1.2487,56.738,39.376
6,12.01,-14.077,42.998
8,19.409,46.615,-47.84
10,17.745,39.942,24.679
8,6.8743,35.883,-56.208
9,-44.006,-46.049,39.919
5,2.1727,59.029,55.493
9,30.069,-25.727,-25.788
4,16.728,-48.488,-28.172
2,-96.19,-13.044,53.223
5,0.74949,37.02,37.759
1,61.567,-77.214,28.61
9,-32.487,-50.325,24.23
3,-63.239,-41.37,-46.155
7,70.059,3.5073,-9.7939
8,-4.4692,42.689,-44.558
7,88.917,25.985,7.6401
7,89.829,1.0143,-26.527
3,-78.556,-58.453,-26.131
5,17.475,50.524,47.09
10,21.781,43.022,24.306
3,-57.618,-7.0683,-52.946
2,-93.425,-3.0682,56.405
3,-73.458,-59.752,-32.186
8,2.9016,69.749,-46.287
4,-23.538,-33.866,-18.741
10,3.6856,93.331,36.789
2,-94.074,-12.789,61.205
1,76.163,-77.692,26.447
3,-67.848,-13.241,-40.386
3,-51.635,-10.968,-41.649
10,4.5326,70.587,11.089
10,-8.6919,84.683,7.4057
1,84.716,-55.277,38.263
6,19.562,-22.654,48.959
1,76.982,-75.985,37.104
5,0.6442,43.994,49.713
6,25.033,-28.161,49.106
9,-14.911,-37.016,15.986
7,79.668,19.097,8.3003
3,-56.899,-32.383,-45.389
9,23.528,-36.758,-42.839
8,11.757,49.466,-55.106
6,25.153,-24.7,-12.284
9,-25.337,-40.195,12.376
4,-68.104,28.909,-14.282
4,11.984,-24.332,-30.94
7,91.408,9.1102,5.768
1,85.2,-59.04,18.202
4,-8.754,-47.205,-27.304
2,-87.687,13.464,24.408
9,-37.955,-36.148,27.996
8,-5.4313,74.547,-7.5145
7,95.392,1.1144,-29.455
10,-5.5382,71.638,14.388
9,-32.979,-27.113,25.186
6,15.922,-14.91,49.288
1,57.7,-72.696,46.6
1,73.238,-56.876,4.5174
6,18.352,-22.231,63.604
10,14.257,53.626,16.913
9,-18.193,-32.419,10.641
10,20.809,48.672,23.232
10,6.2855,42.793,20.333
4,5.1051,-53.029,-42.077
4,8.2824,-48.654,-50.799
8,-3.6884,88.075,-30.529
2,-98.091,3.9709,29.423
10,-6.8474,45.012,15.919
10,-17.011,54.718,9.6348
4,-9.8413,-55.26,-38.426
4,-2.0289,-38.776,-42.987
7,77.168,6.5117,-33.398
8,16.662,59.047,-45.829
8,2.2051,69.373,-29.743
6,28.488,-24.815,-1.0293
1,59.623,-73.076,1.5708
6,25.59,-41.174,8.8447
1,62.513,-71.614,35.212
8,15.613,37.74,-45.328
7,88.387,20.643,3.1207
6,14.955,-28.141,8.1056
3,-40.933,-40.235,50.075
8,-9.1528,53.126,-37.5
8,10.249,48.454,-42.882
4,-3.1998,-29.426,-24.407
1,78.795,-52.295,16.092
9,-23.691,-43.82,30.217
8,-6.2829,60.191,-46.206
5,-8.9958,77.167,30.498
8,10.728,65.171,-54.515
8,-17.171,50.988,-34.883
4,19.053,-20.965,-12.97
10,-12.218,74.622,3.142
6,22.509,-33.34,15.684
3,-69.551,-58.58,-29.763
3,-81.738,-50.327,-25.472
10,21.382,49.987,24.008
4,-0.93726,-78.596,-38.232
2,-43.725,46.867,3.6824
10,17.789,31.777,36.093
7,25.765,-32.353,-3.8968
10,-11.772,75.303,1.5514
2,-97.462,22.56,14.12
9,-1.1732,-31.423,-7.0734
5,-19.84,59.572,18.732
6,28.891,-33.679,-8.2382
1,75.774,-59.815,43.891
6,21.757,-22.837,29.941
7,74.182,7.3951,-30.376
5,-37.65,46.38,9.1846
1,60.608,-68.152,46.079
6,19.577,-25.178,61.975
1,75.503,-65.095,3.5897
9,-42.224,-39.351,37.89
6,27.275,-22.242,-17.238
7,85.943,-3.2393,-45.417
7,76.417,-7.1845,-44.741
7,95.087,12.5,2.5381
10,8.6085,78.243,6.4589
2,-89.965,5.619,45.082
5,12.797,46.232,53.209
9,-30.253,-44.24,16.137
5,-1.3025,60.818,41.05
8,-17.57,49.168,-42.615
2,-85.465,47.45,-1.6041
7,75.023,6.7608,-34.288
10,3.9561,93.039,14.813
2,-95.445,16.526,10.455
5,0.40338,43.526,39.36
1,61.403,-66.079,33.932
3,-60.254,-52.659,-45.546
7,104.64,5.6012,-17.848
9,-30.414,-54.156,16.215
4,9.6509,-48.313,-24.236
1,61.759,-72.697,34.239
9,-16.749,-21.159,-0.46788
5,-0.73523,46.615,48.949
10,9.9565,44.747,11.713
4,5.4658,-23.75,-26.265
7,72.077,3.9807,-40.875
1,79.512,-66.211,41.668
5,-1.8875,39.952,52.139
4,14.879,-68.36,-39.756
4,18.799,-57.366,-39.6
10,7.5725,36.399,15.101
8,-26.202,48.22,-32.838
4,-8.4606,-70.342,-39.543
7,95.233,-3.9959,-29.478
5,15.439,39.732,50.066
6,21.226,-6.0523,4.2255
10,-1.7875,51.057,13.625
7,71.136,7.9648,-31.181
2,-86.692,40.055,11.315
9,-35.922,-34.636,34.372
8,15.932,38.188,-61.82
2,-84.835,13.725,25.888
2,-94.26,-3.4751,42.52
3,-62.707,-50.255,-50.635
5,-24.878,54.973,25.085
6,19.22,-40.785,19.522
3,-64.429,-6.2059,-49.686
9,-29.976,-37.597,8.4543
8,0.18295,50.235,-41.385
3,-69.635,-12.11,-45.998
7,42.317,-84.788,13.142
2,-93.516,5.4597,23.866
7,94.544,5.6733,-31.871
4,-15.473,-51.274,-33.175
7,74.742,-8.5211,-40.042
3,-49.163,-0.43115,-17.771
7,88.991,-3.4143,-28.809
4,4.3441,-35.164,-39.769
4,-10.288,-54.304,-39.092
2,-92.6,38.901,-0.014634
8,-2.7177,51.193,-48.138
9,-31.812,-28.889,5.6623
10,-12.41,75.96,2.778
6,22.035,-36.116,51.58
2,-91.59,-2.7925,54.121
6,26.09,-26.121,-0.8811
2,-82.308,40.18,-2.6465
4,-2.8572,-47.451,-42.976
9,-8.8412,-24.797,-2.7533
5,12.722,62.233,57.419
10,4.5557,51.865,9.3202
4,-3.6032,-73.272,-41.457
7,70.628,7.7365,-30.257
6,30.41,-28.037,4.3642
2,-85.418,41.93,-15.747
4,-0.99235,-46.649,-35.604
10,-6.6334,57.202,20.387
1,72.094,-64.389,15.663
4,-26.931,48.615,-31.652
3,-63.948,-34.469,-38.89
3,14.087,-53.131,-41.886
4,-3.5836,-44.27,-41.019
10,9.2507,29.828,38.074
5,7.7285,44.049,57.445
8,-0.028054,58.2,-43.74
4,23.062,-27.525,-25.823
5,-11.813,75.634,38.114
10,-4.1644,-61.625,-21.433
2,-26.351,-19.602,-19.517
1,75.31,-60.677,30.001
8,-18.871,55.943,-33.911
10,-7.6372,85.959,6.2721
2,-84.393,43.18,-20.005
7,87.102,20.835,19.004
2,-88.945,-3.5976,47.341
7,75.744,-9.0763,-21.592
7,79.106,0.44457,-40.666
1,74.094,-59.937,13.565
8,-5.5706,41.875,-58.713
10,-1.2489,68.751,-23.582
5,6.6455,54.693,56.836
4,3.4629,-72.087,-36.111
1,54.909,-77.268,19.48
3,-57.479,-11.286,-47.744
6,15.249,-26.696,66.024
6,24.187,-26.371,47.373
3,-61.928,-35.014,-40.702
7,94.795,16.266,0.15512
1,58.98,-73.38,46.345
10,-2.3986,-39.748,-30.475
1,55.605,-72.421,44.965
4,-13.901,-73.185,-38.247
7,87.686,13.497,6.2858
5,-1.3563,35.676,38.719
6,31.944,-23.211,-1.7493
4,7.8458,-32.402,-47.177
8,-50.233,-35.197,20.932
3,-78.078,-60.076,-24
7,76.808,-8.721,-23.377
10,4.2163,54.823,9.0183
4,11.377,-69.817,-39.683
9,-24.697,-22.553,5.1734
8,18.326,40.622,-46.505
2,-86.204,18.979,21.31
2,-95.577,-12.701,56.612
4,-0.086416,-50.263,-44.465
7,74.6,8.0799,-36.009
7,81.724,-4.0158,-45.806
7,98.103,8.7658,-1.2246
1,83.104,-57.452,37.507
2,-89.788,-5.4314,48.852
8,-2.0843,35.482,-62.322
9,-23.623,-21.848,5.4481
8,-2.5466,69.985,-38.035
10,-12.387,66.253,24.51
10,2.9651,40.334,18.113
3,-72.068,-49.334,-47.175
5,7.3958,45.253,56.718
8,-20.273,39.5,-34.744
6,10.162,-35.253,11.373
7,78.974,11.633,-27.914
6,25.942,-30.267,15.801
8,4.8691,35.157,-60.033
1,83.039,-63.111,7.6936
5,-1.6856,97.276,26.805
3,-76.955,-56.281,-24.765
4,10.225,-68.292,-42.264
6,16.659,-30.839,-4.2491
8,-2.7307,70.572,-37.925
4,1.3307,-66.099,-36.499
5,-1.0551,90.782,40.975
2,-92.819,8.2138,24.171
3,-63.977,-15.902,-61.378
3,-63.987,-5.2713,-48.266
5,-25.044,53.178,27.975
3,-76.068,-53.125,-39.967
3,-47.415,-16.302,-56.794
9,11.59,-23.695,62.301
6,19.401,-5.8779,17.384
10,25.013,39.065,13.474
7,75.697,12.762,-19.596
3,-66.221,-50.474,-41.704
2,-87.905,-3.4026,45.36
6,22.704,-20.253,-7.4391
5,-2.4331,82.507,46.424
7,93.694,23.369,11.429
8,-2.7656,44.002,0.73394
4,-12.725,-54.697,-31.595
6,12.477,-22.685,64.412
2,-88.982,23.286,24.658
10,24.006,39.69,11.994
5,12.032,89.719,42.355
3,-57.549,-13.905,-57.625
3,-72.612,-44.65,-43.728
10,-20.179,40.424,-29.254
7,89.099,21.39,20.38
8,22.237,41.462,-56.136
7,93.358,17.35,20.943
8,14.324,33.425,-42.344
6,25.211,-28.487,31.766
5,6.5969,49.475,56.105
9,-34.737,-35.684,6.0018
4,15.383,-25.696,-17.887
3,-61.68,-11.982,-52.596
3,-76.422,-60.763,-30.135
9,-13.539,-28.845,-1.8604
7,96.661,3.9894,1.6773
9,-8.8829,-24.802,-2.7719
4,7.9572,-34.591,-20.87
7,74.566,18.25,-12.573
1,79.216,-67.579,29.832
10,17.677,55.016,9.2112
5,17.36,49.047,41.856
6,8.4084,-17.397,51.238
8,6.2536,37.695,-58.085
4,6.5708,-31.187,-39.48
7,83.908,1.2682,-40.854
4,-14.717,-53.033,-25.185
3,-54.639,-8.5238,-45.884
7,94.788,-6.0681,-28.39
5,13.386,67.594,50.307
2,-85.902,13.811,27.693
3,-59.32,-7.0227,-57.951
10,10.854,34.054,30.222
7,76.785,1.6962,-40.548
7,70.465,-1.0007,-46.474
4,-5.3331,-47.111,-26.377
1,83.755,-59.666,17.205
6,13.179,-67.281,-29.897
1,74.193,-65.775,5.7626
3,-63.876,-52.835,-43.301
2,-80.443,33.095,-10.499
5,1.5346,79.747,45.203
8,-8.5942,61.092,-33.875
7,74.976,8.6141,-30.84
4,3.0061,-71.291,-34.423
3,12.438,-37.595,12.698
1,67.477,-69.438,15.297
2,-82.851,39.294,-12.921
8,16.563,37.329,-43.75
1,66.29,-83.172,21.532
10,6.2846,95.85,12.467
5,9.7955,88.724,39.752
1,61.027,-69.64,32.151
6,18.499,-41.553,20.291
9,-34.812,-45.5,28.287
4,-16.32,-67.393,-28.916
8,9.1974,70.76,-41.18
8,-2.8985,60.642,-45.61
6,18.85,-32.941,-4.0668
4,-9.2902,-46.328,-33.257
4,1.5348,-43.059,-42.388
5,-1.0711,95.513,39.501
5,3.6806,47.699,52.349
3,-72.5,-40.226,-34.975
5,0.82959,90.438,40.658
1,55.585,-80.139,16.714
6,23.725,-16.264,26.92
1,74.097,-76.776,9.7838
9,-19.344,-41.987,25.4
9,-41.24,-44.176,26.057
4,6.419,-36.206,-41.509
10,18.367,56.396,6.5946
10,-10.941,46.415,3.3812
10,22.545,42.099,27.039
10,4.0611,88.804,9.2139
1,60.361,-69.883,43.728
3,-63.827,-12.595,-45.505
4,16.279,-45.753,-33.525
3,-50.533,7.6971,-22.941
8,-17.803,43.684,-36.961
3,-7.1346,-50.346,-13.628
5,21.494,44.532,50.637
3,-61.799,-29.204,-48.615
4,-6.1633,-36.937,-30.052
9,24.889,-23.81,-11.611
1,62.802,-69.063,-3.7018
2,-87.234,24.533,9.3517
4,-5.9952,-66.517,-41.281
9,-29.704,-37.649,40.931
2,-94.377,-14.984,59.804
10,18.986,81.913,9.6936
10,-3.6969,98.855,4.0111
4,17.48,-28.744,-22.489
10,7.0257,46.934,14.425
2,-97.079,25.482,8.1953
8,0.66814,82.67,-28.927
6,16.043,-26.122,24.895
7,74.983,-2.7514,-45.481
5,14.282,35.644,50.592
3,-61.02,-14.863,-50.024
2,-96.745,25.614,8.1631
7,89.441,-4.5692,-36.339
8,-11.428,51.21,-42.821
7,88.132,17.786,14.701
5,14.27,57.252,50.522
10,4.6124,72.331,6.3083
6,25.251,-30.691,-21.166
10,4.6454,56.47,9.4024
7,86.464,-6.3443,-29.332
4,14.669,-60.334,-35.766
8,2.3474,49.987,-41.032
10,21.684,44.488,23.932
3,-66.012,-38.66,-49.161
10,19.597,32.028,40.224
7,97.826,12.537,-7.9578
1,68.656,-64.103,13.934
3,-62.766,-40.447,-40.403
10,21.838,38.745,38.245
5,-9.5395,68.416,44.068
9,-49.327,-45.147,33.786
8,-7.6243,75.769,-32.529
1,67.879,-68.867,19.215
8,12.74,46.261,-41.959
7,91.82,-3.1111,-36.741
9,-39.536,-38.534,29.369
6,24.577,-21.589,31.014
7,84.097,11.027,-17.362
2,-98.845,23.251,28.686
3,3.7118,71.373,-52.539
1,65.994,-83.256,17.724
5,-18.473,73.19,4.1954
4,5.0356,-63.851,-21.669
3,-78.807,-54.917,-24.365
5,-12.574,74.414,39.719
2,-83.394,51.652,-8.0675
10,-12.019,48.702,2.6149
10,13.045,34.177,22.339
6,11.082,-29.308,25.502
1,72.961,-55.39,43.647
9,-93.229,-1.6143,60.195
7,87.632,13.566,6.2818
1,78.651,-73.654,37.976
10,-1.5839,93.048,41.239
4,-9.3684,-73.866,-39.798
8,6.085,28.329,-56.028
5,-17.73,50.786,10.477
6,25.112,-21.39,30.172
5,-12.266,75.589,38.528
6,16.809,-36.571,0.27154
2,-98.635,24.723,13.785
6,19.51,-28.495,-16.827
2,-95.056,9.3145,28.44
5,-22.435,61.517,22.058
6,23.128,-32.819,3.7907
5,-5.2162,50.786,48.841
9,-17.41,-41.413,-3.9001
10,-12.566,60.441,4.8799
10,14.616,33.714,-42.341
8,-6.4137,71.743,-42.53
2,-84.478,33.913,-11.826
1,60.704,-78.993,31.938
2,-86.519,23.471,19.428
6,15.355,-22.367,66.063
7,87.906,-2.4863,-36.543
4,-4.0768,-51.419,-29.432
7,87.325,19.628,16.967
9,-23.43,-38.99,30.877
3,-55.704,-26.063,-43.298
3,-66.784,-52.673,-37.298
2,-88.152,16.135,25.064
6,26.332,-25.132,8.4205
9,36.595,-13.986,-19.427
3,-52.691,11.487,-24.228
8,5.6462,23.349,-59.402
5,14.424,54.279,51.848
6,18.689,-23.36,60.226
10,4.7596,55.396,10.178
7,79.573,5.819,-35.554
10,-10.202,49.459,9.4594
1,46.684,-87.104,25.683
9,-37.409,-44.629,28.047
1,65.511,-81.326,26.948
2,-97.474,4.2256,48.108
7,82.645,-6.42,-41.403
4,13.022,-65.81,-31.389
4,-14.035,-54.457,-30.678
8,-13.821,76.619,-30.607
3,-72.296,-27.837,-41.034
6,27.783,-15.6,-10.86
5,-10.823,68.227,37.972
3,-58.046,-48.84,-50.817
9,-35.104,-33.399,11.631
6,24.64,-17.666,4.9765
1,75.181,-58.665,47.701
3,-64.521,-34.695,-38.826
2,-91.5,10.293,10.227
6,0.58241,85.523,-23.353
2,-93.791,9.5589,31.142
5,-9.613,70.916,42.823
8,-2.9413,80.468,-28.5
10,8.2738,78.161,15.147
8,-2.0469,75.09,-40.568
1,77.477,-71.089,10.213
10,-7.1561,44.126,10.407
10,-11.478,72.371,4.3305
6,26.762,-11.165,12.856
10,8.1349,76.746,14.189
4,8.6952,-42.492,-40.986
9,-47.595,-41.404,28.442
1,82.735,-63.603,40.475
5,1.9919,57.357,50.766
2,-91.021,0.036458,52.11
4,1.7628,-68.777,-32.124
2,-87.749,36.042,13.238
6,23.627,-37.257,25.962
7,81.564,19.992,-18.43
4,-7.1109,-42.838,-18.098
1,67.337,-80.503,21.658
1,62.536,-63.269,50.621
1,77.036,-70.77,10.679
1,76.503,-66.562,10.143
1,69.096,-75.839,24.342
10,14.193,30,25.667
8,-5.3663,30.518,-46.848
8,6.7073,41.277,-43.786
1,64.549,-75.424,8.365
2,-85.926,33.679,3.8799
3,-54.98,-24.902,-44.849
9,-28.396,-35.264,25.27
10,10.081,32.001,33.989
10,6.695,31.633,33.037
4,17.433,-29.21,-22.915
3,-71.073,-40.955,-30.329
2,-94.333,27.88,-4.9098
8,7.452,25.273,-59.867
8,1.3353,70.068,-35.75
2,-97.636,9.1069,23.476
5,8.1522,57.787,56.284
1,79.596,-62.813,21.621
7,81.832,13.144,-17.717
8,2.6505,33.752,-58.856
9,-38.43,-44.506,27.923
8,12.578,52.118,-57.005
5,-10.375,63.574,48.061
4,2.8703,-46.226,-45.217
1,64.804,-81.88,28.455
9,-50.091,-44.865,35.65
2,-90.292,9.3753,31.897
1,76.184,-61.728,18.756
3,-61.702,-15.194,-48.518
10,13.11,35.899,19.47
7,100.93,8.8976,2.1313
4,5.4104,-74.332,-34.614
9,-26.536,-43.577,19.973
7,94.561,3.9716,-30.55
6,17.319,-31.812,35.693
5,2.5962,39.874,23.539
10,10.27,84.443,12.069
9,-0.57329,-40.761,-24.929
1,56.384,-75.725,2.508
2,-99.762,6.596,26.233
5,4.3953,103.12,33.797
6,21.045,-34.008,16.103
3,-69.882,-11.933,-46.499
5,17.103,38.714,50.106
4,-9.7363,-21.99,-24.963
2,-92.067,28.446,-6.761
10,6.8409,71.503,21.253
4,12.477,-47.141,-35.4
9,-3.6739,68.003,41.14
1,55.912,-76.326,4.4479
5,12.092,46.664,52.581
1,78.811,-72.33,33.925
3,-49.55,-16.395,-58.767
10,12.666,32.034,33.794
9,-20.838,-43.901,17.954
2,-81.605,42.893,-21.016
6,69.44,0.34684,-43.297
3,-70.917,-22.077,-43.876
9,-22.045,-20.449,6.2821
1,53.286,-77.501,6.8996
8,9.3668,69.935,-40.767
2,-92.822,-4.0058,54.501
8,10.523,61.092,-57.029
3,-79.53,-51.623,-25.225
2,-81.657,33.24,2.022
3,-59.44,-0.41155,-24.632
10,4.5918,52.414,9.6504
4,16.157,-58.082,-37.186
7,78.005,12.084,-19.663
1,63.35,-71.533,37.194
3,-76.943,-53.605,-24.762
9,-26.263,-33.771,7.688
5,-1.9729,49.755,47.998
1,63.979,-77.446,11.926
5,-5.5818,50.904,48.944
9,-39.116,-44.659,28.853
9,-36.508,-46.668,32.024
3,-79.874,-40.626,-35.976
3,-71.423,-53.35,-26.809
9,-18.3,-13.74,-18.019
5,-1.5372,48.866,49.453
5,-2.4586,45.628,24
2,-87.093,25.237,13.152
2,-96.353,2.6417,27.249
9,-39.822,-33.172,13.415
10,21.151,55.964,23.138
4,-15.117,-19.385,-27.302
9,-18.946,-25.015,-2.7935
10,-11.284,48.02,2.981
9,-36.873,-29.843,13.207
9,-17.782,-12.224,-15.826
7,76.405,16.324,-10.757
