label,x,y,z
3,-31.225,28.433,2.1964
3,-24.571,20.823,2.7478
5,-9.2504,-11.63,54.122
2,20.307,103.31,-2.0962
5,-7.9528,23.875,60.765
8,54.33,-20.217,66.392
3,5.0285,16.892,-21.451
8,56.719,12.77,68.685
1,-82.983,6.8665,-21.096
4,11.173,-24.65,-58.173
1,-98.644,-6.2443,-10.5
3,9.1014,21.738,-28.23
1,-91.736,-12.002,1.0679
2,21.846,105.33,-5.9475
2,19.697,98.534,-3.9165
3,4.7045,17.949,-15.153
2,53.161,54.859,-15.738
2,53.94,65.283,-9.6442
6,-20.273,-32.865,-15.505
9,21.197,-58.68,-12.346
10,14.044,-32.486,66.685
3,13.37,46.573,-19.489
5,16.536,-14.838,61.806
4,15.961,-26.064,-58.655
6,-18.304,-37.97,-13.826
3,-1.4793,38.585,-3.2264
1,-94.673,18.067,-1.173
5,-22.777,10.378,68.522
2,35.437,86.02,-6.7166
1,-91.525,-16.066,1.1633
10,-0.86174,33.301,71.966
5,-4.5995,-21.268,59.604
10,13.774,-22.027,72.949
8,63.557,-2.1332,59.474
1,-96.142,12.618,8.1297
7,-29.787,33.248,-72.934
8,59.903,13.37,66.736
7,-30.785,8.7797,-85.424
6,-7.8284,-41.14,-39.057
3,13.149,18.111,-9.2008
8,50.91,10.963,47.757
3,12.461,14.367,-18.272
4,30.964,-50.298,-49.885
9,37.213,-32.67,-9.8997
9,36.815,-32.245,-14.516
4,15.945,-26.228,-56.925
4,19.629,-40.543,-71.129
7,-57.092,52.913,-49.46
10,31.96,100.5,-5.1923
10,19.548,-6.054,55.964
6,-22.1,-47.085,-15.42
4,26.727,-67.599,1.7048
9,19.347,-65.206,4.8124
5,0.39631,6.8156,57.047
9,16.142,-67.482,13.166
1,-95.772,5.7149,11.662
6,-6.7427,-40.951,-43.449
8,51.908,-30.836,53.917
2,35.983,89.61,-6.6143
4,34.211,-33.321,3.7941
2,70.331,49.949,-17.582
4,2.3666,-28.901,-59.846
4,19.05,-38.62,-71.844
6,-0.94473,-15.389,-48.857
1,-83.537,3.3158,-13.136
6,-22.933,-50.042,-10.417
3,5.028,13.404,-16.269
3,12.726,27.787,-13.851
3,-4.0685,18.624,-11.893
2,39.118,80.212,-9.0309
10,20.063,-13.197,60.84
10,8.6416,-0.75162,72.094
9,37.257,-43.074,-5.2209
8,57.269,19.797,59.017
2,51.632,67.673,-8.9262
4,20.804,-54.395,-43.807
2,35.065,85.966,-17.707
1,-76.814,-20.626,-4.0088
4,15.996,-59.292,-61.57
7,-33.676,30.943,-69.425
7,-48.314,21.002,-72.759
6,-33.796,-69.853,-8.9084
5,-8.6711,9.0482,68.508
3,-28.886,21.055,0.60946
5,-0.68143,-14.293,55.843
8,59.973,15.467,61.702
8,53.848,-22.251,70.604
6,-35.74,-69.775,-3.0188
8,58.749,10.572,68.812
7,-48.708,38.895,-66.447
2,53.085,63.57,-21.663
5,-19.206,25.167,71.964
4,16.15,-64.879,-59.674
1,-92.914,14.367,6.351
2,66.615,55.625,-15.927
2,34.034,86.264,-4.455
7,28.031,-20.519,-35.94
5,5.1728,4.8525,49.572
7,-47.466,32.616,-77.881
3,18.803,15.998,-13.07
1,-79.466,-7.3281,-15.436
6,-3.9374,-29.182,-49.548
3,-15.092,36.097,-8.2618
10,18.939,12.765,56.918
10,5.6218,-37.404,48.143
4,21.155,-66.799,-49.075
1,-96.825,15.588,-0.88754
7,-48.394,46.502,-61.825
9,38.952,-41.871,-22.346
10,47.08,-39.711,58.655
1,-84.028,-15.071,-13.175
5,-6.6324,20.68,62.874
6,-31.53,-47.789,-15.355
7,-35.697,19.771,-75.056
8,39.378,-14.266,48.995
7,-8.8838,-22.969,-53.295
8,58.632,-1.8834,57.496
4,12.101,-43.905,-51.489
6,-10.407,-43.546,-43.771
2,15.508,102.4,-5.475
1,-41.048,-7.6477,22.255
10,12.171,1.6238,75.383
3,61.414,-0.11392,44.65
6,-11.022,-24.569,-53.684
10,-13.382,45.054,54.987
2,54.85,61.416,-20.464
2,51.398,72.36,-7.7975
4,11.92,-24.421,-53.799
10,9.9536,13.862,69.704
4,9.3362,-22.616,-57.847
3,1.0457,33.596,-15.894
2,35.644,86.746,-9.5299
4,14.346,-28.442,-68.312
4,34.725,43.222,-12.632
2,32.146,87.785,-14.705
5,-18.231,3.7399,71.168
1,-92.779,20.328,2.2053
7,-43.04,32.324,-67.94
1,-80.911,3.9395,-15.336
6,-8.111,-33.086,-52.607
8,51.578,-12.245,58.594
3,0.043651,25.723,-20.805
5,-27.549,16.009,60.898
6,-21.465,-40.719,-29.508
1,-95.154,12.055,5.9818
5,-8.9372,10.224,70.694
7,-35.148,36.451,-69.348
3,-14,24.309,6.0848
9,16.725,-58.024,0.39327
10,18.064,1.3255,56.295
9,38.648,-35.997,-13.571
10,16.234,-10.682,61.89
3,-4.0514,17.599,-11.493
8,54.41,-6.7084,69.397
3,-19.313,17.618,2.1438
10,19.034,10.14,58.682
7,-39.791,35.204,-72.787
6,-11.802,-41.718,-43.543
2,44.325,80.863,-7.5049
1,-99.294,15.922,-0.50744
3,-20.508,22.444,5.4376
9,48.713,-37.017,-28.57
10,10.153,-26.238,73.85
7,-49.34,48.449,-59.231
8,53.383,-26.288,63.182
3,-23.649,19.934,8.1572
6,-5.8649,-40.616,-43.064
9,15.433,-67.354,9.8103
4,7.2202,-32.144,-31.37
10,8.0422,-9.3023,77.698
1,-94.586,2.0588,-4.0642
4,22.132,-67.029,-52.248
5,-8.6861,-16.032,71.42
1,-97.423,16.29,-2.4979
8,54.72,-27.332,70.63
6,-26.903,16.661,-79.286
6,-29.918,-64.524,-15.629
9,27.25,-22.027,-31.153
9,36.93,-34.979,-12.902
8,58.219,-18.14,58.084
4,8.2377,13.31,-11.3
5,-7.3523,6.8202,69.362
8,44.316,-27.723,51.773
2,66.993,39.846,-19.283
2,24.666,98.238,-10.727
3,-15.604,18.571,-6.0654
6,-5.4258,-39.514,-38.12
10,24.502,-25.699,58.49
8,45.766,-35.728,56.257
3,20.398,25.089,-16.074
3,-15.03,16.926,0.89191
9,26.031,-44.328,-14.782
10,17.373,-26.846,63.995
7,-42.108,31.207,-63.662
3,-15.073,34.789,-2.7259
1,-81.071,-0.68382,-24.957
9,30.346,-43.083,-26.743
6,-7.0461,-41.905,-45.968
10,20.635,-12.39,60.723
1,-97.743,-10.452,-0.83135
6,-12.406,-45.265,-45.252
3,1.1935,36.1,-16.761
9,36.936,-55.416,4.1293
2,25.257,99.006,-11.261
5,-5.9381,-35.97,52.007
4,24.631,-33.285,-55.545
9,28.798,-20.807,-27.346
7,-37.18,37.958,-65.1
2,30.14,99.591,-14.21
4,11.584,-47.64,-59.276
2,36.251,70.968,-15.047
7,-51.118,50.102,-57.867
6,-2.4752,-38.052,-37.707
2,38.306,83.266,-12.896
2,65.871,60.633,-14.549
5,-3.7288,-29.734,61.963
10,11.533,-25.651,64.336
6,-32.165,-56.067,-4.6245
1,-89.764,-15.418,-11.625
1,-87.163,-11.008,-14.411
8,60.033,15.312,60.846
5,-9.8559,-3.2295,62.315
4,14.757,-56.011,-61.922
8,51.978,-10.03,53.472
4,11.892,-71.625,-44.683
6,2.1076,-21.756,-45.245
8,57.648,11.392,62.364
9,30.788,-12.226,-34.964
4,26.187,-36.187,-51.902
7,-48.428,44.704,-63.087
10,18.254,-28.02,66.18
1,-98.221,16.022,-1.5146
6,-24.986,-56.429,-27.48
4,18.726,-56.973,-56.017
3,1.3217,26.249,-5.5311
3,-13.866,27.295,-0.89912
8,58.793,-6.6461,70.916
10,13.233,30.162,71.417
2,51.198,67.577,-22.659
8,59.586,14.277,60.37
2,66.09,58.295,-17.001
10,8.8385,30.319,61.809
8,62.071,-10.894,66.987
5,-8.2989,33.239,62.696
8,54.505,-24.6,72.613
5,19.205,3.8921,56.11
8,60.639,-1.2942,65.103
4,30.53,-49.196,-49.348
1,-88.074,-11.393,8.6493
6,-28.598,-57.352,-26.646
10,2.3747,-37.656,50.338
2,50.902,64.311,-11.082
5,-25.584,36.218,59.216
8,52.102,3.5718,50.699
1,-101.54,2.3122,8.5842
10,0.76503,-34.899,51.174
8,56.094,1.0265,56.669
6,-37.015,-67.101,-2.284
2,34.483,88.373,-10.368
5,-6.4222,30.106,66.757
6,-27.833,-59.205,-26.159
10,4.6794,12.745,85.204
9,22.777,-59.504,-11.498
10,11.439,18.533,67.182
7,-60.833,45.921,-49.242
4,18.833,-61.11,-45.158
10,-10.834,43.597,57.665
5,-24.906,14.671,55.381
3,-8.7341,29.024,-8.9347
4,21.519,-38.263,-59.671
8,59.616,19.384,69.057
6,25.455,-65.327,-51.19
8,53.371,-23.21,71.688
10,6.3704,33.289,65.537
10,12.656,-28.358,68.172
6,-17.8,-29.945,-29.172
10,-18.205,-29.568,-23.609
2,67.526,54.322,-16.5
1,-36.537,24.346,3.651
3,-25.912,38.891,-1.6682
6,-21.353,-41.26,-30.429
6,-31.066,-70.336,-16.144
9,32.746,-45.029,-7.4455
6,0.79673,-16.56,-47.856
5,-13.458,35.316,63.844
6,-19.936,-38.291,-18.259
8,44.303,-33.346,59.109
1,-84.545,-19.069,2.953
8,53.527,-19.226,66.216
2,14.1,102.15,-5.4427
5,-8.8167,11.879,72.293
3,7.0733,29.553,-5.1232
4,20.753,-32.532,-53.388
7,-39.773,38.128,-58.711
2,30.583,96.137,-11.844
3,9.7486,45.458,-11.269
2,40.36,80.316,-9.4819
2,63.571,43.805,-18.984
4,-34.684,-64.174,-16.629
9,30.603,-54.581,-8.6904
5,-11.814,22.835,71.318
4,11.264,-68.912,-49.061
2,13.605,103.41,-8.5568
10,-4.0804,34.528,61.97
4,19.954,-68.638,-47.111
9,29.359,-51.639,2.4549
7,-45.233,28.527,-75.661
4,17.27,-38.02,-49.686
9,20.151,-65.655,7.0741
8,48.816,-35.981,42.454
5,-0.20376,6.0606,53.717
9,3.3417,-9.1617,-53.809
9,43.727,-37.032,-14.86
5,-7.503,4.3534,66.708
4,29.983,-52.992,-48.374
6,-11.446,-44.101,-43.788
9,28.825,-23.967,-21.403
7,-35.592,16.47,-85.563
4,20.087,-36.785,-60.353
8,42.962,-31.407,54.481
10,14.621,28.239,66.463
6,-34.44,-53.931,-11.16
6,-12.063,-40.548,-42.389
3,-10.183,24.782,-7.0936
1,-81.62,-22.076,-7.4496
2,22.889,98.143,-4.2708
1,-99.985,-1.2538,-4.213
5,1.2889,-12.604,56.264
1,-94.096,3.6732,-3.4732
10,10.052,31.896,66.133
7,-32.821,20.183,-85.784
1,-82.833,-21.695,-4.4364
1,-88.759,-4.5153,-22.075
2,25.473,96.603,-4.3127
5,-3.8123,-32.187,56.211
2,50.161,66.442,-22.159
1,-86.41,-15.003,-6.8784
8,55.402,-27.893,56.4
4,20.565,-32.055,-59.026
8,16.03,22.18,73.821
5,-2.2477,-35.232,58.911
10,-4.7465,30.485,54.963
1,-89.357,2.0518,-11.066
1,-90.565,-11.377,-16.008
1,-80.845,-3.2072,-17.034
6,-19.266,-41.853,-16.642
3,-34.101,29.954,-12.724
9,16.104,-66.283,12.447
9,36.001,-44.09,-10.235
10,12.125,-25.566,72.798
5,-1.0891,-33.741,52.228
3,4.2402,38.062,-18.318
3,4.3307,14.336,-7.7116
6,7.7264,-45.779,-4.561
8,44.093,-31.97,55.889
4,10.408,-60.632,-53.835
5,-26.87,36.924,58.28
7,-49.387,21.028,-69.978
10,17.161,-24.672,62.327
2,50.582,64.411,-22.304
8,55.052,-5.0688,52.129
6,-24.64,-44.421,-28.559
5,-25.384,10.158,71.031
9,30.632,-13.59,-35.613
4,21.136,-29.876,-54.418
2,43.242,67.026,-14.791
7,-50.164,48.17,-59.617
7,-44.476,33.363,-58.068
4,33.039,-49.288,-51.175
8,55.647,-26.582,71.185
10,18.128,-5.8128,67.085
10,0.46759,23.187,74.712
2,59.912,68.411,-17.06
3,-21.49,23.893,-1.4736
1,-86.265,-16.469,4.8741
7,-50.863,42.097,-71.9
2,63.995,57.894,-16.824
4,17.185,-52.853,-42.419
9,34.635,-50.681,18.788
6,-20.807,-56.74,-25.234
4,16.288,-24.994,-67.007
2,27.964,97.824,-14.629
5,15.344,10.891,51.333
10,18.547,-8.3656,70.977
2,49.108,67.5,-22.57
5,1.1664,-30.91,69.281
9,27.388,-24.39,-28.702
1,-78.056,-14.575,-1.2028
7,-53.195,34.725,-71.452
10,7.1649,19.194,63.499
3,-8.2199,17.907,-7.1484
2,52.432,55.033,-16.654
7,-41.13,18.777,-86.09
9,23.373,-64.186,0.61473
7,-54.293,51.003,-48.389
9,37.305,-36.767,-19.445
2,27.179,87.015,-13.661
8,48.603,-2.8765,53.481
4,15.594,-40.574,-51.384
5,-0.79687,-30.579,56.85
2,52.769,61.329,-21.891
9,46.934,-23.886,-36.177
7,-41.359,33.66,-72.735
8,49.683,-35.203,53.796
8,43.369,-30.955,53.463
1,-79.687,-9.1331,-14.72
10,27.721,-15.518,54.174
5,-2.1547,-0.59073,67.919
8,62.41,-4.1487,59.77
8,55.343,14.431,62.241
9,24.426,-35.905,-18.32
2,67.88,42.324,-19.31
5,-5.4031,-14.619,66.585
7,-28.591,15.006,-72.339
10,12.293,-28.596,69.338
9,17.496,-28.201,-27.717
9,29.802,-41.928,-11.974
6,-22.243,-38.906,-28.915
6,-6.9948,-20.627,-54.14
9,25.676,-53.32,-18.671
1,-91.578,6.8434,-22.099
9,33.205,-36.166,-7.1199
4,22.347,-60.821,-52.557
1,-85.867,-10.004,-9.0741
8,59.6,0.32675,67.909
2,32.11,97.653,-16.072
2,35.012,97.878,-6.8307
6,-18.215,-45.301,-19.018
3,9.0165,45.724,-12.169
4,4.8173,-50.414,-61.378
4,10.264,-48.426,-58.2
10,17.4,-17.753,56.844
4,22.429,-32.128,-56.237
7,-29.876,13.815,-74.668
2,24.708,95.783,-4.7656
2,24.993,87.528,-11.103
1,-88.322,-18.883,0.69419
4,7.1814,-48.984,-58.136
8,49.621,-28.654,59.547
3,5.0534,16.09,-8.5316
8,53.021,-19.507,66.991
7,-54.292,47.721,-48.159
9,34.915,-41.728,-24.8
9,-8.6489,-42.009,9.3466
3,5.7287,22.89,-11.714
3,-17.937,16.082,-2.5378
6,-19.926,-45.8,-15.165
4,17.158,-52.923,-41.013
9,-9.5125,-26.944,-55.455
8,55.174,-19.487,57.2
6,-21.864,-32.31,-30.863
3,-29.504,30.627,-13.373
7,-42.733,24.223,-75.74
3,-13.115,17.047,6.4205
5,-4.2507,24.785,58.151
4,12.093,-54.28,-65.533
6,-27.014,-55.812,-5.5804
10,18.115,8.9124,55.65
8,46.068,-23.48,50.395
10,3.975,-4.8446,78.017
3,-2.1331,30.384,-5.56
6,-16.062,-30.248,-34.672
1,-73.493,-10.015,-21.64
8,44.218,-21.738,53.149
6,-17.535,-45.085,-18.864
9,40.979,-43.231,-24.502
10,17.653,-4.995,57.78
10,19.81,-30.185,61.819
4,11.666,-31.638,-64.69
1,-85.846,-7.4134,-16.774
6,-20.597,-34.02,-34.326
2,28.939,84.85,-12.626
3,-29.427,30.642,-13.394
4,17.59,-19.004,-60.022
1,-85.975,-22.302,5.0431
8,60.42,4.0213,63.127
8,56.223,-14.161,73.462
6,-26.044,-53.864,-25.628
4,15.421,-62.814,-59.78
9,33.511,-58.304,4.413
6,-31.435,-65.937,-15.249
10,16.492,4.1619,64.551
9,27.167,-61.84,-2.713
4,24.272,-28.265,-53.479
6,-22.253,-58.622,-20.243
4,19.035,-38.825,-70.996
7,-28.597,23.909,-73.305
8,37.282,-12.796,46.972
8,48.129,-27.918,45.114
2,52.22,61.639,-22.018
9,36.802,-55.606,3.1572
1,-82.387,-19.324,-1.393
4,20.609,-68.033,-51.642
8,51.38,-32.257,52.522
8,63.212,-1.3594,73.979
4,17.734,-56.501,-63.457
8,44.038,-30.173,52.062
9,45.813,-25.666,-35.753
3,10.734,30.974,-10.384
2,41.459,80.13,-17.471
3,-31.088,27.133,1.999
4,13.408,-70.065,-44.42
3,-28.584,27.928,-7.264
10,26.37,-9.9259,62.301
1,-80.025,-3.7501,-23.292
6,-3.1317,-29.146,-47.281
2,50.358,68.106,-21.995
9,23.579,-20.344,-35.999
2,16.79,101.89,-0.94771
5,5.1947,12.806,56.055
10,12.837,-4.2586,58.695
4,11.322,-64.53,-53.601
1,-97.12,-10.075,-0.58509
3,11.691,17.577,-18.091
4,18.696,-55.539,-38.374
4,22.458,-55.593,-41.647
3,-22.582,31.368,-13.346
10,-0.71507,-34.227,59.755
7,-47.724,35.123,-59.489
10,7.5489,-8.2742,76.768
5,-4.0993,-29.309,62.035
10,48.521,13.116,54.284
1,-93.286,14.224,7.2938
7,-47.322,28.593,-71.617
8,61.42,-7.3256,72.562
3,-7.2963,45.075,-8.68
10,16.668,13.678,58.211
8,48.044,-29.352,54.623
9,34.732,-56.956,-8.7261
6,-24.23,-41.759,-21.462
8,50.927,2.7623,47.516
4,38.377,-45.54,-3.218
3,-20.365,23.093,6.756
3,-14.395,22.741,-4.3635
6,-7.6638,-40.87,-38.309
9,30.28,-59.891,11.363
3,-20.752,35.949,-9.2299
4,11.261,-29.83,-61.634
9,25.628,-50.147,-11.446
7,-37.779,26.94,-73.087
10,18.061,-10.096,67.316
2,59.681,45.38,-18.762
9,37.119,-55.342,5.4531
7,-40.854,17.226,-86.424
3,44.759,-2.0329,40.418
5,-6.5832,-17.63,55.996
4,4.2321,-57.113,-45.962
6,-20.351,-32.96,-33.666
8,62.037,-12.075,68.5
2,62.013,51.282,-23.411
9,24.768,-64.495,8.2879
9,-11.595,-37.586,-52.432
4,15.521,-69.763,-44.714
5,-15.265,19.708,74.677
6,-6.9877,-34.88,-51.215
7,-53.911,50.618,-47.878
8,44.953,-19.091,56.036
8,31.741,25.823,24.328
4,16.627,-29.756,-30.111
5,-23.651,27.121,62.203
10,8.5926,32.996,70.192
6,-15.652,-63.244,-21.491
9,6.121,-36.005,-51.428
3,13.954,19.825,-16.476
7,-50.939,36.719,-74.938
6,-4.4633,-20.961,-50.457
10,11.469,23.463,65.278
1,-95.21,13.928,1.6692
5,-6.3581,-15.37,56.001
6,-22.155,-48.402,-11.479
1,-83.21,-17.773,7.7801
9,49.513,-34.49,40.384
10,11.951,-18.562,75.797
5,-15.976,33.898,59.062
8,57.556,23.746,60.551
2,16.287,101.24,-6.2462
7,-27.123,18.809,-79.86
3,-19.843,36.672,-13.194
5,-4.1149,-34.494,50.479
9,26.531,-61.867,0.44346
2,49.064,71.775,-20.442
3,16.56,20.914,-14.525
5,0.84701,-13.591,56.125
4,10.732,-29.326,-34.876
8,60.094,1.4132,61.358
10,13.552,12.817,68.018
2,54.158,54.039,-16.143
3,3.5189,20.452,-20.658
7,-44.951,29.819,-77.947
4,24.39,-33.094,-53.785
10,4.4616,-7.6804,77.307
10,13.613,-17.725,75.718
7,-53.782,35.309,-66.12
9,44.864,-44.048,-17.84
4,15.373,-56.073,-61.549
7,-53.726,53.988,-53.393
10,10.24,24.124,70.358
6,22.958,-9.9861,-38.378
10,-1.4123,9.9275,75.884
8,32.863,-13.371,56.892
5,-2.0291,-5.2882,55.577
7,-49.133,21.641,-71.343
9,41.115,-36.291,-30.517
2,56.455,50.168,-20.478
4,24.511,-35.334,-52.499
10,9.4191,36.211,66.141
4,11.76,-31.015,-38.061
7,-30.558,12.358,-89.426
9,29.712,-51.054,0.19635
10,4.8278,20.513,72.387
7,-31.329,31.495,-74.358
2,40.578,64.369,-13.612
1,-94.728,10.168,-4.0282
7,-46.035,29.513,-76.594
6,-7.0621,-41.942,-45.758
10,16.022,-12.876,74.125
8,43.002,-32.292,56.634
7,-30.119,32.312,-67.341
6,-27.794,-60.234,-15.931
3,6.4518,15.59,-0.26263
10,31.896,26.949,24.616
6,-20.538,-52.307,-20.897
1,-70.582,13.735,-14.969
7,-52.128,22.772,-68.081
6,-25.374,-41.86,-13.273
1,-90.135,-10.331,6.7745
9,30.667,-14.094,-35.869
4,21.183,-17.828,-54.571
3,-14.322,24.272,6.7712
2,51.888,67.488,-11.501
3,-29.858,23.39,5.5891
3,-13.855,16.405,-5.1598
7,-47.434,41.894,-61.184
1,-98.981,2.9933,9.3051
3,-1.6222,33.843,-14.795
3,-12.978,26.14,5.4151
9,38.411,-55.543,2.1539
5,-13.586,33.061,69.423
8,55.882,10.661,58.816
6,-21.021,-40.657,-27.554
8,58.072,-8.9817,54.402
2,25.61,86.828,-12.854
10,25.516,-26.408,58.345
9,19.189,-62.54,-2.6795
1,-87.021,3.5372,-17.857
5,-5.0321,-30.927,55.835
4,17.37,-41.273,-54.751
7,-48.055,45.3,-56.381
3,-81.425,14.819,-12.771
6,-15.828,-34.783,-33.489
6,-17.159,-36.694,-30.236
6,-8.3878,-40.901,-43.883
5,-4.486,-1.9117,66.476
1,-95.726,5.5984,-0.86453
5,-8.799,-9.0367,57.756
4,9.7041,-42.603,-54.247
2,48.057,72.393,-18.834
5,2.2061,-32.942,66.744
5,-8.2553,33.909,68.668
6,-28.574,-62.572,-7.913
8,64.066,9.5057,64.747
7,-26.406,19.043,-79.773
9,32.344,-43.5,-15.251
1,-84.473,-19.506,5.0308
3,6.6918,16.012,-1.8826
5,-0.51362,-3.4171,60.55
10,14.389,22.857,59.869
8,61.963,19.529,63.161
5,-8.7859,34.257,61.408
4,16.689,-21.522,-54.313
1,-90.499,-9.9976,6.751
8,49.714,-12.932,57.519
5,-11.965,34.456,66.908
2,9.3937,103.53,-6.874
5,5.6316,19.917,54.366
2,17.171,101.31,-6.7736
8,56.461,-25.068,70.642
4,16.14,-55.518,-63.719
10,7.2911,15.662,77.325
1,-100.47,7.2712,13.324
9,-3.5968,-42.633,48.511
7,-52.262,16,-68.15
